"subgroup","stratum","exposure","outcome","beta","se","effect","lci","uci","p","n","p_BH_subgroup"
"pir_strata","Low (<1.30)","LBXBSE","lsm8",-0.115034386669177,0.118977483882579,0.891335493321114,0.705936312078165,1.12542583241705,0.352697461231086,1627,0.647427837250343
"pir_strata","Low (<1.30)","se_zn_ratio","lsm8",-0.00335826618522912,0.0923641647246366,0.996647366483558,0.831609724747977,1.19443765934752,0.971593965690632,1627,0.992043371670659
"pir_strata","Low (<1.30)","se_cu_ratio","lsm8",0.0488014671401528,0.0890990095936968,1.05001186818633,0.881762448812916,1.25036502157291,0.593924616997432,1627,0.789997332968071
"pir_strata","Low (<1.30)","DR1TSELE","hfs",-0.00614617639763412,0.00468473574998849,-0.00614617639763412,-0.0153282584676116,0.00303590567234332,0.214077982004155,752,0.585897634958739
"pir_strata","Low (<1.30)","LBXBSE","hfs",0.00656068575040519,0.00593976848368132,0.00656068575040519,-0.0050812604776102,0.0182026319784206,0.291016172998124,752,0.647427837250343
"pir_strata","Low (<1.30)","se_zn_ratio","hfs",-0.000499911557181944,0.00141717847761225,-0.000499911557181944,-0.00327758137330196,0.00227775825893807,0.730393311692139,752,0.869781348274609
"pir_strata","Low (<1.30)","se_cu_ratio","hfs",-0.00659998064995841,0.00480155893696099,-0.00659998064995841,-0.0160110361664019,0.00281107486648513,0.194396357273999,752,0.57521511716926
"pir_strata","Mid (1.30-3.50)","DR1TSELE","cap275",0.0447161807737259,0.0817627890622942,1.0457310192174,0.890885928761825,1.22748977085462,0.594470789227044,2258,0.789997332968071
"pir_strata","Mid (1.30-3.50)","LBXBSE","cap275",0.139691693853257,0.0705799558243902,1.14991921703729,1.0013558988382,1.32052370914859,0.0712033582455357,2258,0.403977082584944
"pir_strata","Mid (1.30-3.50)","se_zn_ratio","cap275",0.0848268151973409,0.0550707420145034,1.08852853377404,0.977153193678274,1.21259836892104,0.149426270789202,2258,0.535670076618012
"pir_strata","Mid (1.30-3.50)","se_cu_ratio","cap275",0.114222947525875,0.0698664428220199,1.12100202165341,0.97754076916636,1.28551726146695,0.128016873863384,2258,0.499265808067198
"pir_strata","Mid (1.30-3.50)","DR1TSELE","lsm8",0.0160658391834407,0.16576181405133,1.01619558869142,0.734307561983264,1.40629557414177,0.924388885290258,2258,0.974357476110369
"pir_strata","Mid (1.30-3.50)","LBXBSE","lsm8",-0.0506164986784766,0.087421374296956,0.950643173547618,0.800945485485388,1.12831954207847,0.57330083890965,2258,0.784530286177119
"pir_strata","Mid (1.30-3.50)","se_zn_ratio","lsm8",0.0887278944016222,0.116222726427109,1.09278326342324,0.870168289880673,1.37234977958309,0.459953670475193,2258,0.72464966752847
"pir_strata","Mid (1.30-3.50)","se_cu_ratio","lsm8",0.221571040363256,0.0995059360455354,1.24803590599571,1.02689471198374,1.51679973075875,0.0458813818434572,2258,0.298228981982471
"pir_strata","Mid (1.30-3.50)","DR1TSELE","hfs",0.000456461588433699,0.000402435299783817,0.000456461588433699,-0.000332311599142582,0.00124523477600998,0.278840859291451,1097,0.647427837250343
"pir_strata","Mid (1.30-3.50)","LBXBSE","hfs",8.42933167212057e-05,5.48491082533418e-05,8.42933167212057e-05,-2.32109354553442e-05,0.000191797568897756,0.150275533955545,1097,0.535670076618012
"pir_strata","Mid (1.30-3.50)","se_zn_ratio","hfs",-2.95106309723492e-05,7.82895910418548e-05,-2.95106309723492e-05,-0.000182958229414385,0.000123936967469686,0.71279791363182,1097,0.865196066288901
"pir_strata","Mid (1.30-3.50)","se_cu_ratio","hfs",0.000182802964538353,0.000131633113699295,0.000182802964538353,-7.51979383122655e-05,0.000440803867388972,0.190151225907511,1097,0.57521511716926
