"param","rhat","ess","pass"
"sigsq.eps",1.00009592949071,9427.17158886544,TRUE
"lambda",1.00259761912267,572.153461092437,TRUE
"r_Pb",1.08261114163252,40.7184511272393,FALSE
"r_Cd",1.00231286214284,141.958684108516,FALSE
"r_Hg",1.02845866470774,112.061081769192,FALSE
"r_Se",1.13160285251775,45.6178326488283,FALSE
