"DR1TSELE","LBXBSE","age","sex_male_i","race","education","pir","smoke","drink","pred","se_model"
75.3,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.96094402023949,0.368659811124813
81.6,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.00588885893541,0.367367195657795
87.6,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.05021611638524,0.366520367862387
93.2,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.09318555719982,0.366058615250735
99.6,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.14448757187239,0.365857193832981
106.2,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.2001967589197,0.365887182757618
114,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.27011386021017,0.366015374288331
121.39,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.34005596831973,0.366144979358509
130.3,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.4281066641694,0.366398495445194
141.3,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.54059884876898,0.367148705327019
153.58,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.66831434483828,0.368994489162388
166.93,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.80611740073777,0.372502900591912
190,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",7.03825945441315,0.381944460132106
228.59,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",7.40989235568572,0.405064669497299
34.7,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.6865242876044,0.387323151679727
46.5,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.76710603656704,0.379512579177553
55.4,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.82872761690538,0.375203613930511
63.1,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.88274825800087,0.372309239804095
69.1,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.92535982939995,0.370473552022935
75.3,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.96993647063743,0.368910064643242
81.6,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.01596678855968,0.367680880609262
87.6,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.06068147428379,0.366862534362484
93.2,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.10334643460394,0.366397585403198
99.6,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.15339749828177,0.366167220708213
106.2,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.20667452768697,0.366163475951219
114,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.27206884746786,0.366291567841906
121.39,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.33622948970202,0.366478071037419
130.3,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.41579338017527,0.366857185050752
141.3,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.5162417774154,0.3677906828802
153.58,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.62957597007926,0.36978117257103
166.93,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.75204160033085,0.373284047768216
190,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.95976685491978,0.382285646621013
228.59,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",7.29636846381819,0.403716946230007
34.7,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.68387724738267,0.389736601555242
46.5,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.77167398844795,0.381183540377811
55.4,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.83789675560502,0.37656903141241
63.1,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.89519343965687,0.37352603982488
69.1,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.93984235580988,0.371617253862946
75.3,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.98598798169478,0.369997246950999
81.6,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.03292806743823,0.368725038640677
87.6,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.07772939180508,0.367881215513763
93.2,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.11967100536088,0.367408912800597
99.6,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.16780453616524,0.367191682695918
106.2,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.21772373429094,0.367225472023204
114,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.27715671668987,0.367425974266081
121.39,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.3338602050774,0.367703270520932
130.3,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.40260062910691,0.368216727676454
141.3,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.48779496309949,0.369352574662617
153.58,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.58297228051114,0.371608599324401
166.93,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.6860645838353,0.375414554214354
190,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.86285279117642,0.384873526635564
228.59,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",7.15478040469374,0.406696973065089
34.7,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.68037528138414,0.397894603582234
46.5,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.77751809740022,0.38661123206778
55.4,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.84971461328076,0.380796974681059
63.1,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.91127800473918,0.377084821339339
69.1,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.9585922608883,0.374786723082774
75.3,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.00680599944616,0.37283656806387
81.6,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.05497166105582,0.371318921836189
87.6,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.09994222734222,0.370354074063182
93.2,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.14101248670429,0.369878552275983
99.6,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.18675388450964,0.369772079878896
106.2,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.23243918875544,0.369996698587287
114,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.28431714321794,0.370420564972267
121.39,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.33154673106352,0.37085509983901
130.3,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.38651888783459,0.371512053763724
141.3,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.45229402605758,0.372872995617023
153.58,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.52434954656712,0.375619056787201
166.93,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.60277481006559,0.380331205473432
190,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.74019380414928,0.392027831997633
228.59,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.97533524066379,0.418413838918063
34.7,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.67195992340247,0.415340546604476
46.5,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.78109967031453,0.398278228849857
55.4,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.86101650004242,0.389879069882848
63.1,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.92814572416031,0.384690189773127
69.1,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.97898262045345,0.381510675461714
75.3,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.02998905915218,0.37880344832988
81.6,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.07991061595929,0.376728843741267
87.6,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.12532078943849,0.37550716189893
93.2,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.16552993607734,0.375056370081029
99.6,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.20856246040428,0.375243962982864
106.2,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.24927155865136,0.375926997557027
114,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.2921169968799,0.376820175832804
121.39,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.32792803087289,0.377495061676782
130.3,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.36623552005467,0.378251300804909
141.3,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.40844624965989,0.379770929832732
153.58,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.45241339106,0.383240515749839
166.93,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.50088342260367,0.389698499120972
190,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.59056300882412,0.406279665191237
228.59,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.75705571465569,0.443497146069359
34.7,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.64210002825065,0.460196872173931
46.5,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.77244572326049,0.429492353455288
55.4,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.86615840332095,0.414902049347429
63.1,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",5.94338023278286,0.406148834831968
69.1,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.00073354859316,0.400821036354853
75.3,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.05707105048579,0.396256464894994
81.6,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.11061883705256,0.39283586999561
87.6,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.15744195853922,0.391052134213691
93.2,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.1968650393183,0.39077289184625
99.6,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.23614381167591,0.391837247499598
106.2,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.26936824407998,0.393773692161022
114,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.29815043211684,0.395824369803725
121.39,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.31590107824283,0.396911592941242
130.3,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.32763654849405,0.397495795654352
141.3,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.33209144975553,0.39870977988687
153.58,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.33096045899731,0.40316226681946
166.93,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.3313661302699,0.413232081965045
190,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.34465720873263,0.441071088631082
228.59,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",6.40194169151968,0.504088927614605
