"auroc_pe","auroc_lo","auroc_hi","intercept_pe","intercept_lo","intercept_hi","slope_pe","slope_lo","slope_hi","hl_chi","hl_df","hl_p","n"
0.730501921873603,0.698895980930666,0.762107862816541,2.73751202031531,2.03809997872715,3.43692406190347,0.532309425543734,0.45238031701251,0.612238534074958,265476.292057185,8,0,2810
