"param","rhat_classic_split","ess_bulk","ess_tail","burnin_pct","burnin_iter"
"r_Pb",1.2298997806035,7.86749031331259,6.68616519321365,0.7,7000
"r_Cd",1.00497320217567,83.8330456271545,54.9675608358057,0.7,7000
"r_Hg",1.10653952385663,35.9438286485356,63.0522494443897,0.7,7000
"r_Se",1.29308811036969,5.82168009147666,13.6705128208138,0.7,7000
"lambda",1.01396617817136,168.12008118318,126.715246618067,0.7,7000
"sigsq.eps",1.00011642685029,5706.19579212466,5807.61489179136,0.7,7000
