"param","rhat_classic_split","ess_bulk","ess_tail","burnin_pct","burnin_iter"
"r_Pb",1.08261114163252,25.5356131930123,15.189617705395,0.5,5000
"r_Cd",1.00231286214284,150.926509787293,113.242766318395,0.5,5000
"r_Hg",1.02845866470774,44.4385968131922,114.836423718799,0.5,5000
"r_Se",1.13160285251775,11.0384115604517,33.917460059176,0.5,5000
"lambda",1.00259761912267,305.694899632673,260.117526694563,0.5,5000
"sigsq.eps",1.00009592949071,9110.27585935597,9549.08394529384,0.5,5000
