"DR1TSELE","LBXBSE","age","sex_male_i","race","education","pir","smoke","drink","pred","se_model"
46.5,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",269.819394791746,4.60194824825034
55.4,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",271.490876342915,4.50463590176893
63.1,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",272.913085150635,4.44583712596204
69.1,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",274.002112858253,4.41333566009912
75.3,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",275.106472931976,4.3897264129059
81.6,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",276.203049441047,4.37460643233727
87.6,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",277.219816600391,4.36722981404615
93.2,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",278.141593020329,4.36529055697018
99.6,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",279.159677484631,4.36724844014562
106.2,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",280.166673376832,4.37184421081231
114,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",281.296499344806,4.37788536100047
121.39,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",282.305257005262,4.38338542017244
130.3,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",283.442080456757,4.39119785003833
141.3,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",284.728391495705,4.40676917075363
153.58,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",286.017985036278,4.43720486966622
166.93,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",287.256420930375,4.48789335456276
190,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",289.031681658271,4.60856885362909
228.59,197.17,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",291.120675888254,4.88282799790666
34.7,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",268.611279411709,4.76869164243363
46.5,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",270.885882871365,4.59699709862895
55.4,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",272.582740121538,4.50735304014669
63.1,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",274.031977449712,4.45319028968383
69.1,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",275.145777336017,4.42328180584464
75.3,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",276.279163608926,4.40155610361262
81.6,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",277.406822335562,4.38754126496095
87.6,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",278.452219072191,4.380480822012
93.2,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",279.397764333603,4.37827084437584
99.6,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",280.437031084013,4.37944950788056
106.2,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",281.456311313963,4.3830564595067
114,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",282.584528074059,4.3882414988292
121.39,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",283.576316002267,4.39347035721086
130.3,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",284.676572528857,4.40149239585056
141.3,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",285.900113096659,4.41749347731749
153.58,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",287.106879121198,4.44754967913479
166.93,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",288.253123343795,4.4958190296963
190,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",289.876499470957,4.60742386549582
228.59,200.82,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",291.732362944145,4.85760409923401
34.7,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",269.66860158675,4.78651904800795
46.5,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",271.947150775978,4.61574312260275
55.4,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",273.654181313537,4.52706302601226
63.1,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",275.118254232603,4.47352523134311
69.1,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",276.248027190717,4.44380747463924
75.3,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",277.40200910935,4.42195159107892
81.6,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",278.552587646277,4.40755392763832
87.6,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",279.618860979206,4.40002891354274
93.2,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",280.580652272764,4.39740333328414
99.6,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",281.631802318903,4.39822002739384
106.2,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",282.652575069825,4.40163787372885
114,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",283.764330111436,4.40686625995172
121.39,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",284.723084066015,4.41239033803386
130.3,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",285.76540548069,4.42109917689054
141.3,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",286.897772920244,4.4384545959089
153.58,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",287.988893265878,4.47056297820883
166.93,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",289.007894136591,4.5212820441425
190,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",290.422218567749,4.63671644182394
228.59,204.946,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",291.958794744622,4.89234013372964
34.7,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",270.580082818571,4.87970363543774
46.5,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",272.860826482313,4.68128239550049
55.4,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",274.578703610877,4.57992179431903
63.1,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",276.059866492287,4.51892114886473
69.1,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",277.208591860285,4.48462120838168
75.3,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",278.387383774209,4.45870428417775
81.6,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",279.565735163281,4.44110020090884
87.6,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",280.657280384735,4.43173152140925
93.2,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",281.638571793961,4.42859084887835
99.6,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",282.703550099302,4.43010556207411
106.2,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",283.724948937701,4.43515853309386
114,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",284.814340809935,4.4424666932819
121.39,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",285.72980631748,4.44960684504979
130.3,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",286.697001817609,4.46013618312896
141.3,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",287.711766842667,4.48085528195666
153.58,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",288.654132192513,4.51998307657253
166.93,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",289.509662261885,4.58288327746366
190,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",290.655698869896,4.72751668262055
228.59,210.374,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",291.783332291565,5.04549201338415
34.7,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",270.863459548059,5.09649527552109
46.5,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",273.149587455564,4.82541742705825
55.4,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",274.882872795532,4.68985732760795
63.1,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",276.386879550898,4.60878614299994
69.1,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",277.56036267062,4.56256011024423
75.3,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",278.771189695138,4.52660577262646
81.6,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",279.985261150223,4.50163407988718
87.6,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",281.109379522544,4.48862416976523
93.2,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",282.116038779345,4.48525589660828
99.6,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",283.199586321672,4.48971239097033
106.2,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",284.223328857338,4.49983591481623
114,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",285.287010128288,4.51287965300435
121.39,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",286.150872567888,4.52384260638671
130.3,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",287.027584183789,4.53777934268663
141.3,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",287.900014714238,4.56442851195669
153.58,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",288.661976227225,4.61754864298429
166.93,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",289.319264946331,4.70696421727334
190,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",290.140352430506,4.91840661374763
228.59,217.452,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",290.773864463431,5.38065011719154
34.7,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",269.047099326599,5.70290548584445
46.5,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",271.350086350816,5.25152524058024
55.4,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",273.114854613635,5.03045970290639
63.1,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",274.661833234782,4.89977774679712
69.1,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",275.880307648672,4.82460442470592
75.3,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",277.148298536739,4.76477572274186
81.6,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",278.425709230718,4.72305289030552
87.6,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",279.607785627518,4.70301815522043
93.2,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",280.660248761794,4.70137948794338
99.6,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",281.77896115783,4.71591005143098
106.2,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",282.811250482511,4.74101154660686
114,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",283.838051582136,4.76953637652508
121.39,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",284.622033896556,4.78921305056729
130.3,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",285.355820789094,4.80840604758212
141.3,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",286.001320505962,4.84343452600902
153.58,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",286.474547468146,4.92290511350929
166.93,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",286.814580720201,5.06902763695352
190,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",287.116858980485,5.42966588775898
228.59,230.279,51,1,"Non-Hispanic White","Less than HS",2.35,"Never","No",286.965065500679,6.21148150101423
