"param","rhat_classic_split","ess_bulk","ess_tail","burnin_pct","burnin_iter"
"r_Pb",1.12514970695472,20.0351895259355,16.2954589878958,0.6,6000
"r_Cd",1.01252152512982,121.33061885857,80.4226742302066,0.6,6000
"r_Hg",1.06287574801744,33.5579416491939,83.0892996408391,0.6,6000
"r_Se",1.24835521090681,6.13934525436869,32.7272440761166,0.6,6000
"lambda",1.01307508264541,227.612349907149,198.987010659514,0.6,6000
"sigsq.eps",0.999891335429022,7449.04372913718,7754.66449506442,0.6,6000
